date,carry_ret
1985-08-31,0.019687041441893566
1985-09-30,0.023023743506694446
1985-10-31,0.0034912550713817434
1985-11-30,-0.021267893689090545
1985-12-31,0.06415994014606824
1986-01-31,-0.0033166159440264436
1986-02-28,0.009546213894762364
1986-03-31,0.043927438355785005
1986-04-30,-0.03599744736793168
1986-05-31,-0.017357916147245057
1986-06-30,-0.03965752107959961
1986-07-31,-0.005335517949517252
1986-08-31,0.01656043149622314
1986-09-30,0.02603609498282482
1986-10-31,0.005299871151591278
1986-11-30,0.026312933595063086
1986-12-31,0.008202570774433671
1987-01-31,0.025900190415612936
1987-02-28,0.02204752442802395
1987-03-31,0.014273949816257273
1987-04-30,0.014473297368699647
1987-05-31,0.02580703143565626
1987-06-30,-0.017641795696161342
1987-07-31,0.03476811946504988
1987-08-31,0.02281057637589489
1987-09-30,-0.044946167849054836
1987-10-31,0.046675663261158525
1987-11-30,0.01668134058480963
1987-12-31,0.0041013493226339385
1988-01-31,0.008863384842072657
1988-02-29,0.0023416398216985893
1988-03-31,0.024738308022909737
1988-04-30,0.0378465148657614
1988-05-31,-0.009123265708274906
1988-06-30,-0.005604299907514545
1988-07-31,-0.015906077723954345
1988-08-31,-0.015176283909760738
1988-09-30,0.02824445695062202
1988-10-31,0.03168865022019839
1988-11-30,-0.015782739679319816
1988-12-31,0.0003957492843488788
1989-01-31,-0.019420993171241782
1989-02-28,0.012663135943883316
1989-03-31,-0.011791257297480144
1989-04-30,-0.025604213434428345
1989-05-31,-0.007570885566042364
1989-06-30,0.008314454421458823
1989-07-31,0.018852193346023286
1989-08-31,-0.00646288820470738
1989-09-30,-0.0023995142063006534
1989-10-31,-0.0038240274553765423
1989-11-30,-0.0008303326025190597
1989-12-31,0.01830619209733137
1990-01-31,-0.0031066285574189254
1990-02-28,-0.011558319841757123
1990-03-31,-0.0021553746448594673
1990-04-30,0.017762733341177235
1990-05-31,0.018547130454479907
1990-06-30,0.0007909078713293482
1990-07-31,0.02688453558219108
1990-08-31,0.000505892482374149
1990-09-30,-0.007584091812121421
1990-10-31,-0.0028486811897275254
1990-11-30,-0.012469784108824707
1990-12-31,0.01762229450080594
1991-01-31,-0.007935952040949585
1991-02-28,-0.023304930775701088
1991-03-31,-0.00016013175218761375
1991-04-30,-0.014666089838173338
1991-05-31,-0.0207900176186931
1991-06-30,0.033971325957007865
1991-07-31,-0.004738784425226727
1991-08-31,0.04947978970220174
1991-09-30,0.0016726236750458086
1991-10-31,0.022130995783070585
1991-11-30,0.08676131061684834
1991-12-31,-0.03710466070379284
1992-01-31,-0.015735358036888573
1992-02-29,-0.0019600487452482666
1992-03-31,0.023410112217426643
1992-04-30,0.038518793593000804
1992-05-31,0.052735197607003965
1992-06-30,0.021554285783558173
1992-07-31,0.06503258271585387
1992-08-31,-0.037065522528107006
1992-09-30,-0.0830222018283927
1992-10-31,-0.051100513921585745
1992-11-30,-0.03309257372910633
1992-12-31,0.0030584685114866295
1993-01-31,-0.015074236534327554
1993-02-28,-0.005772439683481412
1993-03-31,0.036752733601710795
1993-04-30,0.018557550674383826
1993-05-31,-0.034156354854947585
1993-06-30,-0.02911514654630986
1993-07-31,0.03038999181084458
1993-08-31,0.03159851370746213
1993-09-30,-0.02540656886168373
1993-10-31,-0.011105434337063364
1993-11-30,0.0006575101338000775
1993-12-31,0.013365391217797654
1994-01-31,-0.005524875332388783
1994-02-28,0.027071641898961163
1994-03-31,0.0200319827461424
1994-04-30,-0.004886754911389222
1994-05-31,0.004727711456638548
1994-06-30,-0.009271276370818876
1994-07-31,0.005741879105094208
1994-08-31,0.01065039414228622
1994-09-30,0.02524519953011945
1994-10-31,-0.0012480973641864532
1994-11-30,0.02256757151397239
1994-12-31,-0.017361043453540802
1995-01-31,-0.014413817219724477
1995-02-28,-0.013230240044875526
1995-03-31,0.03148016236981257
1995-04-30,-5.538100167124614e-05
1995-05-31,-0.004728025972984664
1995-06-30,0.024831447102716668
1995-07-31,-0.006506986519054031
1995-08-31,0.01858564210022462
1995-09-30,0.01610251554197921
1995-10-31,0.006214297937515237
1995-11-30,-0.0017328187754316045
1995-12-31,0.008856224033472226
1996-01-31,0.014663015412276947
1996-02-29,0.01505496859039908
1996-03-31,0.009145304262184217
1996-04-30,0.006047324905704637
1996-05-31,0.0017343299846895453
1996-06-30,-0.007311402998172408
1996-07-31,0.012415326425752911
1996-08-31,0.012436426049851885
1996-09-30,0.00807920867080064
1996-10-31,0.03781646795620476
1996-11-30,0.006731676128672546
1996-12-31,-0.0213647647629587
1997-01-31,0.04360139551839889
1997-02-28,0.009432042940315381
1997-03-31,0.03572669122087986
1997-04-30,-0.01226885439042052
1997-05-31,0.009051908665321826
1997-06-30,0.006536818258002608
1997-07-31,-0.017065877345860195
1997-08-31,-0.03002632113348994
1997-09-30,0.0027826904285791804
1997-10-31,0.02437078121644572
1997-11-30,-0.008005011018824703
1997-12-31,0.029438947845990368
1998-01-31,-0.004592812478738238
1998-02-28,-0.006459662910842301
1998-03-31,-0.024459202050276706
1998-04-30,-0.00666763771289012
1998-05-31,0.017685190788767825
1998-06-30,-0.01822609935254734
1998-07-31,0.026217732392662816
1998-08-31,-0.0044881040117690655
1998-09-30,-0.011139892071905787
1998-10-31,0.013325828843661
1998-11-30,-0.0013108647304029175
1998-12-31,-0.030231955660734965
1999-01-31,0.012991389483673723
1999-02-28,0.012833746341072145
1999-03-31,0.00857305656410399
1999-04-30,0.0218811297288638
1999-05-31,-0.003154459608568307
1999-06-30,-0.008453509006803682
1999-07-31,0.006059398271804275
1999-08-31,0.008712996753550717
1999-09-30,0.006913355890481591
1999-10-31,0.022982415325270546
1999-11-30,0.009664252549069928
1999-12-31,0.024908226369052974
2000-01-31,-0.004253836135398381
2000-02-29,0.008914928581706552
2000-03-31,0.02870389757199366
2000-04-30,-0.04526513186276159
2000-05-31,-0.0013830259407565013
2000-06-30,0.010838901943596784
2000-07-31,0.011773559920114746
2000-08-31,-0.007717536419523812
2000-09-30,0.024256102402554124
2000-10-31,-0.005600595750569271
2000-11-30,-0.02421504409790609
2000-12-31,0.011087439199262703
2001-01-31,-0.005046442292327463
2001-02-28,0.012367420639807681
2001-03-31,0.0007119234839002899
2001-04-30,0.01540196139657127
2001-05-31,0.00115076312827194
2001-06-30,-0.002170428775381287
2001-07-31,0.030672082840936567
2001-08-31,-0.021718279881645475
2001-09-30,0.007978764946803498
2001-10-31,-0.004544157397870565
2001-11-30,0.003394307535122665
2001-12-31,0.006469373940603952
2002-01-31,0.01922497307732608
2002-02-28,0.025056372809220465
2002-03-31,0.00977668746336654
2002-04-30,0.03920972230392807
2002-05-31,-0.0011585475012529634
2002-06-30,-0.02522407424592803
2002-07-31,0.01141573631978421
2002-08-31,0.009719679308804612
2002-09-30,0.024463438807632826
2002-10-31,0.022384167750861685
2002-11-30,0.006103795910718523
2002-12-31,0.029132979986889206
2003-01-31,0.007308072463928876
2003-02-28,-0.006191131562090679
2003-03-31,0.03589230664394273
2003-04-30,0.029513803530345828
2003-05-31,0.008713125206842658
2003-06-30,-0.00904458374796963
2003-07-31,-0.007029378722080638
2003-08-31,0.010436134894893546
2003-09-30,0.03344749106905804
2003-10-31,0.017329288092682048
2003-11-30,0.015162895578274988
2003-12-31,0.02426408381035447
2004-01-31,0.03423782338229805
2004-02-29,-0.02979033771523753
2004-03-31,-0.019989134004367654
2004-04-30,0.0011444867473508849
2004-05-31,-0.00924279303095401
2004-06-30,0.02390629733551914
2004-07-31,0.002038502573277625
2004-08-31,0.02188716308778934
2004-09-30,-0.0037823217261176933
2004-10-31,-0.0006513885891932676
2004-11-30,0.006822732918728328
2004-12-31,0.022536818706097285
2005-01-31,0.012374294377687216
2005-02-28,0.008395605504467418
2005-03-31,0.01542075323625548
2005-04-30,0.003797651442041637
2005-05-31,0.030081071049959333
2005-06-30,-0.005970847715000724
2005-07-31,-0.008531117717625046
2005-08-31,0.02752684262854476
2005-09-30,0.01814313551814676
2005-10-31,0.01501246862136797
2005-11-30,-0.020238369395644634
2005-12-31,0.0003157095011814189
2006-01-31,4.604607310024089e-05
2006-02-28,-0.0355209578467346
2006-03-31,-0.010907164492958562
2006-04-30,-0.01752183857185314
2006-05-31,-0.005095523650723196
2006-06-30,0.01960688897398821
2006-07-31,0.03322482001602337
2006-08-31,0.0052021529164821235
2006-09-30,0.015277928562367388
2006-10-31,-0.017385949032984002
2006-11-30,0.02877688465250674
2006-12-31,0.007723942516365114
2007-01-31,0.004097769587151458
2007-02-28,0.01610528600631091
2007-03-31,0.019816107250206272
2007-04-30,0.017562783569553684
2007-05-31,0.033960647299151
2007-06-30,-0.01240018767995588
2007-07-31,-0.04632742272155343
2007-08-31,0.02704177422411331
2007-09-30,0.02411754653141758
2007-10-31,-0.03628056656909898
2007-11-30,-0.011086822762532094
2007-12-31,-0.004619904502070724
2008-01-31,0.009367264994520985
2008-02-29,-0.034796867055803024
2008-03-31,0.03570240049795943
2008-04-30,0.010438522364535354
2008-05-31,-0.001902380422903917
2008-06-30,0.0024793463978069774
2008-07-31,-0.029912234501028204
2008-08-31,-0.06658356648054085
2008-09-30,-0.1053929444598301
2008-10-31,-0.035251635226027804
2008-11-30,-0.020760213972116942
2008-12-31,-0.03780868977840383
2009-01-31,0.0326447484421584
2009-02-28,0.08120415069874926
2009-03-31,0.0007821926678721324
2009-04-30,0.017777691036387037
2009-05-31,0.031356198117032184
2009-06-30,0.007256394386125422
2009-07-31,0.021809635527889993
2009-08-31,0.02814099343382861
2009-09-30,0.015285654596490611
2009-10-31,-0.01284137259449332
2009-11-30,0.012809996578612476
2009-12-31,0.004025693046289715
2010-01-31,0.005156767402375079
2010-02-28,-0.005335826439738073
2010-03-31,0.02574157310808866
2010-04-30,-0.032402608347741835
2010-05-31,-0.029371072648579404
2010-06-30,0.021162077046063876
2010-07-31,-0.037719382576695194
2010-08-31,0.054031649819586774
2010-09-30,0.011178579653503572
2010-10-31,-0.011707182131303109
2010-11-30,0.018413461027901652
2010-12-31,0.0088361641431197
2011-01-31,0.006030090309193318
2011-02-28,0.01652120067994183
2011-03-31,0.033627253493380894
2011-04-30,-0.013672910963835959
2011-05-31,0.00022632342292182444
2011-06-30,-0.006765862673759675
2011-07-31,-0.009876158709419934
2011-08-31,-0.04963611023107881
2011-09-30,0.06203041803949282
2011-10-31,-0.024900567023195465
2011-11-30,-0.00016211743235623345
2011-12-31,0.029547059836717154
2012-01-31,0.044242055793552816
2012-02-29,-0.020144748357671462
2012-03-31,-0.007831809550633442
2012-04-30,-0.052199522354067454
2012-05-31,0.04922093940624798
2012-06-30,0.01321965016283462
2012-07-31,-0.0008738056635863295
2012-08-31,0.01164184159906847
2012-09-30,-0.006121339480968596
2012-10-31,0.0023410991916410218
2012-11-30,0.001231269481557796
2012-12-31,0.0017249835559123663
2013-01-31,-0.0024099336402009035
2013-02-28,0.015280176383001125
2013-03-31,-0.0021943557529409924
2013-04-30,-0.03727608402401661
2013-05-31,-0.04050660831068626
2013-06-30,0.00014706387044461904
2013-07-31,-0.018700435879901913
2013-08-31,0.03171812249407616
2013-09-30,0.007035379230488136
2013-10-31,-0.010739359144843624
2013-11-30,0.0036888510661994035
2013-12-31,-0.026377543940509098
2014-01-31,0.027237419429118892
2014-02-28,0.030488520506905932
2014-03-31,-0.002867103533313664
2014-04-30,3.289258539106217e-05
2014-05-31,0.004485447108651451
2014-06-30,-0.008007694773780643
2014-07-31,0.01323581521769432
2014-08-31,-0.02938221187012533
2014-09-30,-0.006740042590467565
2014-10-31,-0.014167923902303092
2014-11-30,-0.0007219517245349456
2014-12-31,-0.03555504103017382
2015-01-31,0.0387651717443604
2015-02-28,0.0057214849535499315
2015-03-31,0.004989292054048223
2015-04-30,-0.02651760652289034
2015-05-31,-0.03084358259441724
2015-06-30,-0.007665922359854791
2015-07-31,-0.03801953509737771
2015-08-31,-0.006881892262959823
2015-09-30,0.03969797213258488
2015-10-31,0.025719817060529837
2015-11-30,-0.0175513128256161
2015-12-31,-0.00808714608122856
2016-01-31,0.003087902897038463
2016-02-29,0.011882424440664998
2016-03-31,0.005712223604011823
2016-04-30,-0.004205701598758772
2016-05-31,0.03155328300288077
2016-06-30,0.006699642343747942
2016-07-31,0.009513000305073937
2016-08-31,0.017274035703223806
2016-09-30,0.013971077996890303
2016-10-31,0.0075675070740172335
2016-11-30,-0.021082228448077694
2016-12-31,0.021223874034873438
2017-01-31,0.016269939863624544
2017-02-28,-0.025175654457020337
2017-03-31,-0.022848088121955813
2017-04-30,-0.014897782436548553
2017-05-31,0.004739390021707801
2017-06-30,-0.0015470951277519545
2017-07-31,-0.023792192729064306
2017-08-31,0.013453319684818645
2017-09-30,-0.000636253870698601
2017-10-31,-0.014085479052788275
2017-11-30,0.010072461409623019
2017-12-31,-0.013468452790427741
2018-01-31,0.009797250429256032
2018-02-28,0.0019226819145647068
2018-03-31,0.021208174775461754
2018-04-30,0.012548654966846267
2018-05-31,-0.0093378065326602
2018-06-30,-0.0022978549761686813
2018-07-31,-0.008851603777636172
2018-08-31,-0.003993771223652688
2018-09-30,0.01790555666448234
2018-10-31,0.026459248309820722
2018-11-30,-0.03607660407157912
2018-12-31,0.03412506327937628
2019-01-31,-0.0016973944958778068
2019-02-28,0.00899873869202518
2019-03-31,0.0075087498712585335
2019-04-30,-0.01424955628181641
2019-05-31,-0.001934138525352775
2019-06-30,0.01746463900735772
2019-07-31,-0.002212784173448223
2019-08-31,0.009515625845501021
2019-09-30,-0.017508343670645517
2019-10-31,0.0031089334188105274
2019-11-30,0.0010427817095273726
2019-12-31,-0.006555021652852411
2020-01-31,-0.007119942860689772
2020-02-29,-0.040019192616971434
2020-03-31,0.015858781016393594
2020-04-30,-0.006318976672945543
2020-05-31,0.004708007450929356
2020-06-30,-0.020137242679134137
2020-07-31,0.017379382986051135
2020-08-31,-0.012320760604482438
2020-09-30,-0.007548036833321595
2020-10-31,0.0207118852530642
2020-11-30,-0.009694665035377885
2020-12-31,0.011953464631564615
2021-01-31,0.010020832631508382
2021-02-28,0.02566501520302239
2021-03-31,-0.0035384952702687835
2021-04-30,-0.01288724826934974
2021-05-31,0.006246479398131335
2021-06-30,-0.015353556565816806
2021-07-31,0.01102657143046388
2021-08-31,0.008387618159627078
2021-09-30,0.01971637428206508
2021-10-31,-0.023592199459528812
2021-11-30,0.009946243825166888
2021-12-31,0.0033699314389153815
2022-01-31,0.012985381125671313
2022-02-28,0.006443026701105494
2022-03-31,-0.006890636231353942
2022-04-30,-0.008684611092412198
2022-05-31,0.0064388110537520775
2022-06-30,0.006518228871798095
2022-07-31,0.012655428034532717
2022-08-31,-0.014171109577030381
2022-09-30,0.025702139164681184
2022-10-31,-0.026044083035686925
2022-11-30,-0.025613858898711234
2022-12-31,0.009561670051468145
2023-01-31,0.01085811500275726
2023-02-28,-0.016775019968294974
2023-03-31,-0.007864681555787687
2023-04-30,0.016076193355068373
2023-05-31,0.014594686331769439
2023-06-30,-0.006929558210290389
2023-07-31,0.0024902273702962136
2023-08-31,0.021888428410505048
2023-09-30,0.0011837335451967469
2023-10-31,-0.009224893471858212
2023-11-30,-0.018949209245613895
2023-12-31,0.01778949422557716
2024-01-31,0.015931898984264198
2024-02-29,0.007233236560661664
2024-03-31,0.017778591030218036
2024-04-30,0.010447397569036128
2024-05-31,0.005954322803482315
2024-06-30,-0.02730328140953188
2024-07-31,-0.009388099109260974
2024-08-31,0.0036274462810909455
2024-09-30,0.012722361793860543
2024-10-31,0.0044764630332872505
2024-11-30,0.0171464145578545
2024-12-31,-0.0020200821604145634
2025-01-31,-0.016122855334891197
2025-02-28,0.002844638155919807
2025-03-31,-0.03696694470117788
2025-04-30,0.015089321362741123
2025-05-31,-0.011923505280406949
2025-06-30,0.014924740018203103
2025-07-31,-0.003021635005711004
2025-08-31,0.0031631561503302277
2025-09-30,0.009037586852055121
2025-10-31,0.00793648533151781
2025-11-30,-0.001976269610473136
2025-12-31,-0.0022491702509651094
2026-01-31,0.012670823643047148
2026-02-28,0.02014637237062731
2026-03-31,0.010575265025191969
2026-04-30,0.008366981723133772
2026-05-31,0.001864970066571102
